x,y,z
168.34401716,18.735350020000002,18.29019054
168.44373692000002,18.52150031,18.34252764
168.56713629,18.2568695,18.40238112
168.71955339,17.93000997,18.47478872
168.90192388,17.538915199999998,18.5698948
169.12305350999998,17.06470118,18.69500786
169.39830559,16.47442119,18.85973273
169.78698723000002,15.64089072,19.0730903
170.24366974,14.66153192,19.379663129999997
168.51892671000002,18.738491120000003,18.25782782
168.63713207,18.516179179999998,18.307716579999997
168.78371889,18.24048947,18.36527375
168.9631382,17.90305081,18.43712424
169.16805375,17.51766072,18.53779568
169.43171044,17.0217946,18.66299603
169.77593744,16.37439778,18.82618348
170.21063657,15.556847620000001,19.05249472
170.77516539,14.49512332,19.36976418
168.70034083,18.74693151,18.22256008
168.84025881000002,18.514068899999998,18.26877408
169.01146083,18.22914089,18.32459058
169.20725658,17.90328203,18.40309119
169.44469427,17.50811935,18.50412133
169.76048478,16.98255568,18.627362169999998
170.18581328,16.2746902,18.78865526
170.67120857,15.46685677,19.0287132
171.32955657,14.3711817,19.35999877
168.8907169,18.75822059,18.18265453
169.0522132,18.51879248,18.226758540000002
169.24691674000002,18.2301326,18.282690090000003
169.46168925999999,17.911719259999998,18.36634071
169.74163096,17.49668861,18.46470232
170.11626803,16.94126631,18.58628689
170.59454495000003,16.232191620000002,18.75543871
171.18420681,15.35798196,19.00007302
171.9592271,14.208967130000001,19.34781646
169.08848384,18.77658959,18.139685569999997
169.27160305,18.5335822,18.18265535
169.48323703999998,18.252734399999998,18.24307095
169.72905492,17.92652306,18.325728509999998
170.06049287999997,17.48669003,18.4196636
170.50334464,16.89900589,18.53917786
171.02799884,16.20276626,18.719594360000002
171.71232705999998,15.29463204,18.97215012
172.6288029,14.07842752,19.335122209999998
169.29273395,18.8042245,18.094293909999998
169.50152553,18.555396390000002,18.134462080000002
169.7306318,18.28235816,18.19945371
170.01256539000002,17.94636281,18.28008128
170.40938567,17.47345081,18.36664531
170.91959350000002,16.86540879,18.487300700000002
171.48392539,16.19286424,18.68168166
172.29246526999998,15.22928393,18.94001593
173.40262632000002,13.9062455,19.31931608
169.5056423,18.83947559,18.04496432
169.73388893,18.59471105,18.08685543
169.99031287000003,18.31973004,18.15141653
170.32547031,17.96031769,18.22424674
170.78192578,17.47082913,18.308672610000002
171.32403225,16.889491109999998,18.441869099999998
171.98177083,16.18415284,18.63793891
172.89602316,15.20373724,18.90735359
174.30948221,13.68798799,19.29971786
169.7278799,18.88309478,17.99134118
169.97360215,18.64580356,18.03655284
170.26963355,18.359929360000002,18.09570225
170.66047124,17.98250179,18.16214576
171.16819743,17.49219631,18.24914231
171.75498541000002,16.92554174,18.39164023
172.53161154,16.1755626,18.58703042
173.57653407,15.16649265,18.86810689
192.63647517,-3.23947852,18.66079667
169.95866578000002,18.937252490000002,17.93388621
170.22951246,18.701809060000002,17.97888518
170.57022695,18.40563048,18.032106510000002
171.01940901,18.01516246,18.09335519
171.56165245,17.543797429999998,18.189676549999998
172.22437108999998,16.96770491,18.33391619
173.14386677,16.16839952,18.52770569
174.37465076,15.09849531,18.81866308
192.82959277999998,-0.94414104,18.69690592
