x,y,z
321.82183856,18.86198857,9.50465149
321.85925732,18.78174379,9.49281047
321.90316323,18.68758725,9.4792492
321.95476789,18.57692072,9.4633099
322.0146978,18.44840061,9.4459527
322.08258942,18.30280655,9.43031191
322.16360042,18.12907791,9.41003464
322.2675572,17.90614188,9.37304028
322.39016212,17.64321478,9.33303466
322.07451457,18.70329535,9.273683590000001
322.1214182,18.61508243,9.25776035
322.17682619,18.51087516,9.23894991
322.24215055,18.388017910000002,9.2167732
322.322117,18.237622899999998,9.185676280000001
322.42409273,18.04583445,9.1373258
322.54308359,17.82204518,9.08514525
322.69034404999996,17.54508854,9.0174346
322.88380956000003,17.18123283,8.9171663
322.35869596,18.54475284,9.02171664
322.41999233999996,18.44273854,8.995419550000001
322.50007687,18.30945549,8.95215237
322.59721952,18.14778297,8.89837899
322.71309963,17.95492608,8.835307199999999
322.85322763,17.72171393,8.759233329999999
323.03204534,17.424111279999998,8.65562549
323.24123197,17.07596627,8.54522588
323.53192342,16.59217445,8.37127659
322.70693941,18.34406929,8.698636310000001
322.79780242,18.209359329999998,8.64228143
322.90773408,18.04637895,8.57410007
323.03944845999996,17.85110435,8.49382823
323.1922788,17.62452405,8.40701129
323.38052084,17.34544375,8.29896461
323.63993843000003,16.96084136,8.1308419
324.03663273999996,16.37271785,7.8361331299999994
324.58164533,15.56470346,7.432467020000001
323.12456135,18.114124059999998,8.3090567
323.24409539,17.95549703,8.23084184
323.38447635,17.76920521,8.14324131
323.55651846,17.54089762,8.03538785
323.79219006,17.22815084,7.8709124
324.10705151999997,16.810315579999997,7.64184204
324.56370203,16.20431987,7.2878329299999995
325.24585081000004,15.299077870000001,6.74084996
326.47644913,13.66601874,5.695995910000001
323.62059021,17.861568469999998,7.84992203
323.78111416,17.670263480000003,7.73841807
323.99545856000003,17.414817760000002,7.57931305
324.24067940000003,17.12257495,7.41069502
324.62164095,16.66856265,7.10855515
325.17657230000003,16.00722123,6.650052110000001
325.96061285,15.07283809,6.00385084
327.31473172,13.45906206,4.84532617
328.76823035,11.72684984,3.76382571
324.22905738000003,17.56706599,7.2844302800000005
324.44701612,17.33333386,7.12582492
324.78173896,16.97438756,6.84974888
325.22294378,16.50125332,6.48502866
325.83573739,15.84411263,5.9725800200000005
326.65315004,14.96754487,5.3036447099999995
328.05419729,13.465105639999999,4.1080806
