x,y,z
247.63727710999999,14.61194817,54.20796287
253.52034396,1.99567059,52.29642387
261.04773399000004,-14.146869429999999,51.39097614
247.96804663999998,14.829149440000002,54.218097029999996
253.96111155999998,3.55783364,52.49485181
263.20042442,-13.818786580000001,51.31541007
248.28104588,15.068509429999999,54.22983558
253.72535876999999,6.007651210000001,52.86620151
265.34381959999996,-13.32871477,51.24414873
248.57142366,15.33317759,54.2443894
253.97040796000002,7.3288541899999995,53.028500830000006
267.13882674,-12.19412951,51.24329246
248.84223378,15.613891639999999,54.25982565
254.46836858999998,8.14775858,53.090854660000005
268.09640072999997,-9.93725091,51.388472279999995
249.10838081999998,15.89019536,54.270775199999996
254.84904582,9.04873722,53.16817618
269.04512142,-7.869486879999999,51.50491317
249.40707407000002,16.125368639999998,54.266056879999994
255.04745763,10.076797800000001,53.27363656000001
270.00843927,-5.96689078,51.59404589
249.71204189,16.359097300000002,54.255867390000006
253.03831193999997,13.14695565,53.86791759
270.97150094,-4.1709236700000005,51.662705020000004
250.00318160999998,16.61275389,54.24649329
252.80841986,14.17419749,54.01053907000001
268.23853061,0.76100685,52.268549709999995
250.23968911,16.91617536,54.248768399999996
252.82785338999997,14.894079810000001,54.08369338000001
266.65132702,4.09399855,52.647536120000005
250.43624512,17.24751564,54.25723353
252.938581,15.49536119,54.128065459999995
264.99450629,7.05371142,52.99792182
250.60436977,17.59303752,54.26817278000001
253.03197152,16.07610359,54.16814471
262.3279132,10.26735454,53.450851830000005
250.76892148,17.93569049,54.27513077
253.10378998,16.64145175,54.20531679
261.87144439,11.78146155,53.58248922
250.93466439,18.27517696,54.2772406
253.17120252,17.18434443,54.23684494
261.47508797,13.13426888,53.69310304
251.09991081,18.61489096,54.27518511
253.26151614,17.69734394,54.25840865999999
261.30684399999996,14.28230488,53.764393479999995
251.25597516000002,18.96010495,54.27113864
253.40505406,18.1779042,54.265440840000004
261.26323973,15.31775852,53.81198989000001
251.43571602,19.301208770000002,54.25766346
253.64922512,18.62447113,54.250599519999994
261.15544712999997,16.32958876,53.85995065
251.6118642,19.65099248,54.2411459
253.90075707,19.0803074,54.23068562
