x,y,z
99.74337034,-159.95927325,5.37273009
101.22341983,-159.26911484000001,5.56414236
103.95227668,-157.99662799,5.85588224
110.93761769000001,-154.73930998,6.46393959
120.06088444000001,-150.48506083,8.00217041
244.25204692,-92.57377069,23.857525690000003
247.77178406,-90.93249030999999,33.10344153
99.57220566,-159.6367349,5.37418015
101.03604458,-158.85839794,5.562513770000001
103.72581673999998,-157.42822071,5.85321366
109.83216186,-154.18141942,6.46395235
119.02356754,-149.29426233,7.9813928
242.5933812,-83.59102693999999,24.12136966
244.92084203,-82.35349405999999,33.30318052
99.35601694,-159.34121392,5.38085346
100.85119218,-158.442822,5.55793812
103.45151318,-156.88039151,5.85158898
108.96104384,-153.56993151,6.463960220000001
118.44589819999999,-147.87085605000001,7.99176285
243.05460066,-72.99839396,24.708662
99.10813378,-159.0712509,5.390871590000001
100.63124911999999,-158.04389664,5.5549215400000005
103.18014649000001,-156.32464364999998,5.8479369
108.33005778,-152.85098463,6.4639627299999995
228.00367583,-72.13011001,14.95754491
233.69472288,-68.29145031,24.14776627
98.91661204,-158.7659651,5.387528710000001
100.40262785,-157.64617188,5.55023254
102.90826177000001,-155.75804129,5.84229747
107.66426062000001,-152.17413909,6.4639653
220.37837833,-67.23795919,14.78132796
225.59092884,-63.310020640000005,23.76045107
230.29125864000002,-59.768068080000006,33.2712786
98.74202269999999,-158.44226701,5.37737595
100.16341328,-157.2495787,5.54399177
102.55595912000001,-155.24199437,5.839912920000001
107.1673151,-151.37260726,6.4639634
207.59500324,-67.10377118000001,14.262103999999999
217.51715667,-58.7780959,23.394806720000002
222.84278642,-54.30936195,32.8908801
98.52451746000001,-158.14795106,5.3723493399999995
99.90438394,-156.86120474,5.53736728
102.20558908000001,-154.71529623,5.83537815
106.78503341,-150.44489531,6.46395775
206.29502521999999,-57.650326729999996,14.53898689
210.8820953,-53.37281467,23.249724580000002
215.19854795,-49.34765746,32.50948635
219.15682194000001,-45.656507250000004,42.20621392
98.27661217999999,-157.87883943,5.370501910000001
99.6203576,-156.48735031,5.531149279999999
101.83939733999999,-154.18946739999998,5.82975497
107.10483712,-148.73694487999998,6.4639332000000005
201.20993155,-51.28826692,14.58254574
205.64659537,-46.69396704,23.348735299999998
209.88417943000002,-42.30582029,32.68867909
214.90832964,-37.10316044,42.82280869
98.01582183000001,-157.62114036,5.368340849999999
99.33841568,-156.09967018,5.52117738
101.44106321,-153.68085089,5.82420987
107.87764865999999,-146.27640633000001,6.463892959999999
169.77767572000002,-75.0685708,12.553556559999999
201.58885657,-38.47399335,23.69573065
206.07237593999997,-33.316294320000004,33.32278699
97.7245508,-157.39847742,5.37044724
99.01378929,-155.74832741,5.51441965
101.01803009,-153.18301616,5.81818409
108.04543926000001,-144.1883426,6.46386337
154.61069148,-84.58753767,11.66422751
155.75040924,-83.12876546,17.04511356
97.43268613000001,-157.17736735,5.36980039
98.62087222,-155.48046176,5.5163429399999995
100.57317155999999,-152.69228934,5.811383070000001
108.76164167,-140.99794207000002,6.46381185
148.06427271,-84.8679679,11.44863252
150.39396579,-81.54082138,16.84546456
97.13432934000001,-156.96393759,5.367718579999999
98.21852379,-155.22886377999998,5.517625839999999
100.11525526999999,-152.19345891,5.80283471
108.27298974,-139.13835475,6.46378979
142.20195884,-84.84065397,11.280482509999999
152.01452806,-69.13726061999999,18.020323949999998
155.87090213,-62.96577203,24.8979938
96.83549529,-156.74642601,5.36212437
97.81337830000001,-154.98227836,5.51691068
99.68926619,-151.59808703000002,5.7872918
107.0714185,-138.28033172,6.463787559999999
136.88427685,-84.49651153999999,11.1547486
149.54014967,-61.66471259,18.56216298
150.53866127999999,-59.863349959999994,24.89280217
96.53485788,-156.5217805,5.352664559999999
97.40916534,-154.72918455,5.51295205
99.21656948,-151.0234569,5.77202897
106.50500698,-136.0799455,6.46375844
144.46059366,-58.259460319999995,12.555849160000001
146.07042088,-54.95882539,19.0165304
